종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,
9770,삼정펄프,31701,"펄프, 종이 및 판지 제조업",2499971,12499855000,5000,원(KRW),02-743-7071,경기 평택시 고덕면 해창리 250,791,
5500,삼진제약,32102,의약품 제조업,13900000,13900000000,1000,원(KRW),02-3140-0700,서울특별시 마포구  와우산로 121 삼진제약사옥 ,791,
4690,삼천리,43502,연료용 가스 제조 및 배관공급업,4055025,20275125000,5000,원(KRW),02-368-3300,"서울특별시 영등포구  국제금융로6길 42 (여의도동, 삼천리빌딩)",791,
1880,삼호,64101,건물 건설업,15179766,75898830000,5000,원(KRW),032-518-3535,인천광역시 남동구  미래로 14 ,791,
10960,삼호개발,64201,기반조성 및 시설물 축조관련 전문공사업,25000000,12500000000,500,원(KRW),02-2046-7722,충청남도 당진시  면천면 면천로 183 ,791,
4450,삼화왕관,32509,기타 금속 가공제품 제조업,2154379,10771895000,5000,원(KRW),031-490-8400,경기도 안산시 단원구  강촌로 140 삼화왕관(주),791,
9470,삼화전기,32602,전자부품 제조업,6613820,6613820000,1000,원(KRW),043-261-0200,충청북도 청주시 흥덕구  봉명로 3 (복대동),791,
11230,삼화전자공업,32605,영상 및 음향기기 제조업,10457940,10457940000,1000,원(KRW),031-374-5501,경기도 용인시 처인구  남사면 경기동로 215 삼화전자공업(주),791,
1820,삼화콘덴서공업,32602,전자부품 제조업,10395000,10395000000,1000,원(KRW),031-332-6441,경기도 용인시 처인구  남사면 경기동로 227 ,791,
390,삼화페인트공업,32004,기타 화학제품 제조업,26438751,13219375500,500,원(KRW),031-499-0394-6,경기도 안산시 단원구  별망로 178 ,791,
1290,상상인증권,116601,금융 지원 서비스업,96108437,97411913000,1000,원(KRW),02-3779-3000,서울특별시 서대문구 충정로 50 골든브릿지빌딩 ,791,
41650,상신브레이크,33003,자동차 신품 부품 제조업,21471450,10735725000,500,원(KRW),053-616-9555,대구광역시 달성군 논공읍 논공중앙로33길 10 ,791,
75180,새론오토모티브,33003,자동차 신품 부품 제조업,19200000,9600000000,500,원(KRW),041-560-4114,충청남도 천안시 동남구 병천면 가전5길 133 ,791,
7540,샘표,116409,기타 금융업,2875800,2875800000,1000,원(KRW),02-3393-5500,서울특별시 중구 충무로 2 ,791,
248170,샘표식품,31007,기타 식품 제조업,4568286,2284143000,500,원(KRW),02-3393-5500,"서울특별시 중구 충무로 2 8층 (필동1가, 매일경제빌딩)",791,
7860,서연,116409,기타 금융업,23479844,11739922000,500,원(KRW),031-420-3000,경기도 안양시 동안구 부림로170번길 41-22(관양동) -,791,
200880,서연이화,33003,자동차 신품 부품 제조업,27028437,13514218500,500,원(KRW),02-3484-4100,"서울특별시 강남구 테헤란로 208, 11층(역삼동, 안제타워) ",791,
17390,서울도시가스,43502,연료용 가스 제조 및 배관공급업,5000000,35000000000,5000,원(KRW),02-810-8000,서울특별시 강서구 공항대로 607 (염창동) ,791,
4410,서울식품공업,31007,기타 식품 제조업,337410000,33963450000,100,원(KRW),043-720-7000,충청북도 충주시 충원대로 862 ,791,
21050,서원,32403,금속 주조업,47474590,23737295000,500,원(KRW),031-365-8700,"경기도 안산시 단원구  산단로67번길 94  (목내동, (주)서원)",791,
8490,서흥,32004,기타 화학제품 제조업,11569113,6084556500,500,원(KRW),043-249-4100,충청북도 청주시 흥덕구 오송읍 오송생명로 61 -,791,
7610,선도전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",18000000,9000000000,500,원(KRW),031-491-2284,경기도 안산시 단원구  원시로 86 ,791,
136490,선진,31008,동물용 사료 및 조제식품 제조업,23779604,11889802000,500,원(KRW),031-637-1180,경기도 이천시  대월면 사동로 76 ,791,
2820,선창산업,31602,나무제품 제조업,12607989,12607989000,1000,원(KRW),032-770-3000,인천광역시 중구 월미로 96 ,791,
14910,성문전자,32602,전자부품 제조업,19486857,10043428500,500,원(KRW),031-650-2800,경기도 평택시  세교산단로 61 ,791,
3080,성보화학,32003,"비료, 농약 및 살균, 살충제 제조업",20020000,10010000000,500,원(KRW),02-3789-3800,경기도 안산시 단원구 산단로19번길 168 (목내동) 성보화학주식회사,791,
4980,성신양회,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",24008482,128508590000,5000,원(KRW),02-3782-7000,서울특별시 종로구  인사동5길 29 ,791,
11300,성안,31302,직물직조 및 직물제품 제조업,56857860,28428930000,500,원(KRW),053-382-4772,대구광역시 북구  검단동로 35 (검단동),791,
180,성창기업지주,137105,회사 본부 및 경영 컨설팅 서비스업,69751600,36000000000,500,원(KRW),051-260-3333,부산광역시 사하구  다대로 627 (다대동),791,
2420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",407592,2037960000,5000,원(KRW),02-3393-3500,서울특별시 중구 퇴계로 212 ,791,
4360,세방,84903,도로 화물 운송업,19308690,11498970000,500,원(KRW),051-630-5300,부산광역시 남구  북항로 141 ,791,
4490,세방전지,32802,일차전지 및 축전지 제조업,14000000,7000000000,500,원(KRW),02-3451-6201,서울특별시 강남구 선릉로 433 ,791,
1430,세아베스틸,32401,1차 철강 제조업,35862119,219310595000,5000,원(KRW),02-6970-2021,서울시 마포구 양화로 45 ,791,
306200,세아제강,32401,1차 철강 제조업,2836300,14181500000,5000,원(KRW),02-6970-1000,서울특별시 마포구 양화로 45 ,791,
3030,세아제강지주,116409,기타 금융업,4141657,20708285000,5000,원(KRW),02-6970-1421,서울시마포구 양화로 45 ,791,
19440,세아특수강,32401,1차 철강 제조업,8570000,42850000000,5000,원(KRW),054-285-4771,경상북도 포항시 남구  괴동로 40 ,791,
58650,세아홀딩스,116409,기타 금융업,4000000,20000000000,5000,원(KRW),02-6970-0110,서울특별시 마포구 양화로 45 ,791,
13000,세우글로벌,74607,기타 전문 도매업,23690705,11845352500,500,원(KRW),032-868-1100,인천광역시 남구 염전로261번길 26-48 ,791,
91090,세원셀론텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",60990792,30495396000,500,원(KRW),02-2167-9000,서울특별시 영등포구 국제금융로 52 SIMPAC빌딩 3~5층,791,
21820,세원정공,33003,자동차 신품 부품 제조업,10000000,5000000000,500,원(KRW),053-582-5161,대구광역시 달서구 달서대로 554 ,791,
67830,세이브존I&C,74701,종합 소매업,41040895,41040895000,1000,원(KRW),032-320-9032,서울특별시 노원구  한글비석로 57 (하계동),791,
33530,세종공업,33003,자동차 신품 부품 제조업,22554412,11277206000,500,원(KRW),052-219-1699,울산광역시 북구 공단길 4 (효문동),791,
75580,세진중공업,33101,선박 및 보트 건조업,38372720,21986360000,500,원(KRW),052-231-8000,울산광역시 울주군 온산읍 당월로 216-18 ,791,
27970,세하,31701,"펄프, 종이 및 판지 제조업",29562997,29562997000,1000,원(KRW),02-2056-8800,대구광역시 달성군  유가면 비슬로96길 97 ,791,
145210,세화아이엠씨,32902,특수 목적용 기계 제조업,29402067,14701033500,500,원(KRW),062-944-6161,광주광역시 북구 첨단연신로29번길 26 ,791,
68270,셀트리온,32101,기초 의약물질 및 생물학적 제제 제조업,125461438,125461438000,1000,원(KRW),032-850-5000,인천광역시 연수구 아카데미로 23 ,791,
4430,송원산업,32004,기타 화학제품 제조업,24000000,12000000000,500,원(KRW),052-273-9841,울산광역시 남구  장생포로 83,791,
17550,수산중공업,32902,특수 목적용 기계 제조업,53985163,26992581500,500,원(KRW),031-352-7733,경기도 화성시  양감면 정문송산로 260 ,791,
134790,시디즈,33201,가구 제조업,2000000,1000000000,500,원(KRW),02-3400-6339,경기도 평택시 세교산단로 67-20 (주)시디즈,791,
16590,신대양제지,31702,"골판지, 종이 상자 및 종이용기 제조업",4029782,20148910000,5000,원(KRW),031-494-7911,경기도 안산시 단원구  목내로 29 ,791,
29530,신도리코,32603,컴퓨터 및 주변장치 제조업,10080029,50400145000,5000,원(KRW),02-460-1114,서울특별시 성동구  성수이로24길 3 (주)신도리코,791,
4970,신라교역,10301,어로 어업,16000000,8000000000,500,원(KRW),02-3434-9900,서울특별시 송파구 백제고분로 362 신리빌딩,791,
11930,신성이엔지,32601,반도체 제조업,172993713,86606856500,500,원(KRW),031-788-9500,경기도 성남시 분당구  대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지,791,
5390,신성통상,74607,기타 전문 도매업,143708390,71854195000,500,원(KRW),02-3709-9000,서울특별시 강동구 풍성로63길 84(둔촌동) ,791,
4170,신세계,74701,종합 소매업,9845181,49225905000,5000,원(KRW),02-727-1234,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,791,
35510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1720000,8600000000,5000,원(KRW),02-3397-1234,"서울특별시 중구 소공로 48 10층(회현로2가, 프라임타워)",791,
34300,신세계건설,64101,건물 건설업,4000000,20000000000,5000,원(KRW),02-3406-6620,서울특별시 중구  장충단로 180 신세계건설 ,791,
31430,신세계인터내셔날,74704,"섬유, 의복, 신발 및 가죽제품 소매업",7140000,35700000000,5000,원(KRW),02-6979-1234,서울특별시 강남구 도산대로 449 -,791,
31440,신세계푸드,95601,음식점업,3872480,19362400000,5000,원(KRW),02-3397-6000,"서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)",791,
6880,신송홀딩스,116409,기타 금융업,11828858,5914429000,500,원(KRW),27801400,서울특별시 영등포구 여의나루로 53-1 ,791,
5800,신영와코루,31401,봉제의복 제조업,900000,4500000000,5000,원(KRW),02-818-5114,서울특별시 금천구  가산디지털1로 104 (주)신영와코루,791,
1720,신영증권,116601,금융 지원 서비스업,9386237,82200000000,5000,원(KRW),02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)",791,
9270,신원,31401,봉제의복 제조업,80788152,40439446000,500,원(KRW),02-3274-5000,서울특별시 마포구  독막로 328 신원빌딩,791,
2700,신일산업,74605,기계장비 및 관련 물품 도매업,71047521,35523760500,500,원(KRW),02-6309-7800,충청남도 천안시 서북구 입장면 연곡길 308 -,791,
19170,신풍제약,32102,의약품 제조업,52984990,27592495000,500,원(KRW),031-491-6191,경기도 안산시 단원구 원시로 7 ,791,
2870,신풍제지,31701,"펄프, 종이 및 판지 제조업",34958700,17479350000,500,원(KRW),02-2156-7521,경기도 평택시  고덕면 고덕로 144-32 신풍제지,791,
5450,신한,64101,건물 건설업,7022839,35114195000,5000,원(KRW),02-369-0001,경기도 성남시 중원구  산성대로 208 ,791,
293940,신한알파리츠,126801,부동산 임대 및 공급업,47630123,47630123000,1000,원(KRW),02-2158-7402,"서울특별시 종로구 종로 33 그랑서울, 18층 ",791,
55550,신한지주,116409,기타 금융업,474199587,2370997935000,5000,원(KRW),02-6360-3000,서울특별시 중구 세종대로9길 20 태평로2가,791,
1770,신화실업,32401,1차 철강 제조업,1214878,6074390000,5000,원(KRW),031-499-9922,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)",791,
4080,신흥,74605,기계장비 및 관련 물품 도매업,9600000,6733070000,500,원(KRW),02-6366-2000,서울특별시 중구 청파로 450  (중림동) 신흥빌딩 8층 재경팀,791,
102280,쌍방울,31401,봉제의복 제조업,129124213,64562106500,500,원(KRW),02-3485-6000,서울특별시 중구 퇴계로 390 - ,791,
3410,쌍용양회공업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",503859595,505403280000,1000,원(KRW),02-2270-5114,서울특별시 중구 수표로 34 씨티센터타워 7~9층,791,
3620,쌍용자동차,33001,자동차용 엔진 및 자동차 제조업,149840002,749200010000,5000,원(KRW),031-610-1114,경기도 평택시  동삭로 455-12 ,791,
4770,써니전자,32601,반도체 제조업,29976480,15938240000,500,원(KRW),043-853-1760,충청북도 충주시  목행산단2로 59 ,791,
4920,씨아이테크,33309,그외 기타 제품 제조업,54212316,27106158000,500,원(KRW),02-410-9606,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관,791,
112610,씨에스윈드,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",17285715,8642857500,500,원(KRW),041-901-1827,충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩,791,
8700,아남전자,32605,영상 및 음향기기 제조업,77124820,38562410000,500,원(KRW),02-6424-4700,서울특별시 구로구 디지털로27가길 27아남빌딩 ,791,
90430,아모레퍼시픽,32004,기타 화학제품 제조업,58458490,34508160000,500,원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가) ,791,
2790,아모레퍼시픽그룹,116409,기타 금융업,82458180,44450975000,500,원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가) ,791,
2030,아세아,137105,회사 본부 및 경영 컨설팅 서비스업,2191024,10955120000,5000,원(KRW),02-527-6582,서울특별시 강남구  논현로 430 아세아타워빌딩 14층,791,
183190,아세아시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",3895809,19479045000,5000,원(KRW),02-527-6582,서울 강남구 역삼2동 726 아세아타워빌딩 14층 ,791,
2310,아세아제지,31702,"골판지, 종이 상자 및 종이용기 제조업",8956502,44782510000,5000,원(KRW),02-527-6882,서울특별시 강남구  논현로 430 ,791,
267850,아시아나IDT,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",11100000,5550000000,500,원(KRW),02-2195-8571,서울특별시 종로구 우정국로 26 에이동 21층, 22층(표시층 23층, 25층)
 센트로폴리스),791,,,,,,,,,,
20560,아시아나항공,85101,항공 여객 운송업,205235294,1026176470000,5000,원(KRW),02-2669-3114,서울특별시 강서구  오정로 443-83 ,791,
122900,아이마켓코리아,74608,상품 종합 도매업,35943340,18166670000,500,원(KRW),02-3708-5678,서울특별시 강남구 삼성로 512 삼성동빌딩 16층,791,
10780,아이에스동서,32302,"내화, 비내화 요업제품 제조업",30854127,15427063500,500,원(KRW),02-3218-6701,서울특별시 강남구  영동대로 741 ,791,
3560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",146235748,73117874000,500,원(KRW),02-6005-6000,서울특별시 강남구 선릉로 629 싸이더스HQ타워,791,
33660,아주캐피탈,116409,기타 금융업,57545890,287729450000,5000,원(KRW),02-2017-5400,대전광역시 서구 대덕대로 239 ,791,
1780,알루코,32402,1차 비철금속 제조업,74524102,37262051000,500,원(KRW),042-605-8300,대전광역시 대덕구  대화로119번길 31 ,791,
2250,알보젠코리아,32102,의약품 제조업,11857922,59289610000,5000,원(KRW),02-2047-7712,"서울특별시 영등포구 국제금융로10, 13층(여의도동, 서울국제금융센터 투 아이에프씨동) ",791,
18250,애경산업,32004,기타 화학제품 제조업,26299135,26299135000,1000,원(KRW),02-768-2000,서울특별시 마포구 양화로 188 -,791,
161000,애경유화,32001,기초 화학물질 제조업,32040000,16020000000,500,,02-850-2000,서울특별시 구로구  공원로 7 ,791,
11090,에넥스,33201,가구 제조업,59991641,29995820500,500,원(KRW),02-2185-2000,서울특별시 서초구 서초대로73길 40(서초동) ,791,
5850,에스엘,33003,자동차 신품 부품 제조업,48203277,24101638500,500,원(KRW),053-850-8511,대구광역시 북구 검단공단로 32 - ,791,
12750,에스원,147503,"경비, 경호 및 탐정업",37999178,18999589000,500,원(KRW),00-1588-3112,서울 중구 순화동 168 에스원빌딩 17층 총무팀,791,
123700,에스제이엠,33003,자동차 신품 부품 제조업,15604898,7802449000,500,원(KRW),031-490-3838,경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠,791,
25530,에스제이엠홀딩스,116409,기타 금융업,14934008,7467004000,500,원(KRW),031-491-4151,경기도 안산시 단원구 별망로459번길 20 ,791,
23960,에쓰씨엔지니어링,64102,토목 건설업,25016587,12508293500,500,원(KRW),02-2167-9090,서울특별시 영등포구 국제금융로 52 심팩빌딩 3~5층,791,
298690,에어부산,85101,항공 여객 운송업,52070000,52070000000,1000,원(KRW),1666-3060,부산광역시 강서구 유통단지1로57번가길 6 ,791,
140910,에이리츠,126801,부동산 임대 및 공급업,3675909,18379545000,5000,원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",791,
78520,에이블씨엔씨,32004,기타 화학제품 제조업,27033459,13516729500,500,원(KRW),02-2199-0123,"서울특별시 서초구 서초대로38길 12 13층 (서초동, 마제스타시티타워원)",791,
15260,에이엔피,32602,전자부품 제조업,82784868,41392434000,500,원(KRW),032-676-9700,경기도 부천시 원미구  도약로 300 (주)에이엔피,791,
7460,에이프로젠 KIC,32509,기타 금속 가공제품 제조업,113080476,56540238000,500,원(KRW),031-782-3433,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비2층 (상대원동, 한라시그마밸리)",791,
3060,에이프로젠제약,32102,의약품 제조업,107882194,53941097000,500,원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)",791,
36570,엔씨소프트,105802,소프트웨어 개발 및 공급업,21939022,10969511000,500,원(KRW),02-2186-3300,서울특별시 강남구 테헤란로 509(삼성동) ,791,
138250,엔에스쇼핑,74709,무점포 소매업,33696000,16848000000,500,원(KRW),02-6336-1516,경기도 성남시 분당구 판교로228번길 15 ,791,
181710,엔에이치엔,105802,소프트웨어 개발 및 공급업,19565025,9782512500,500,원(KRW),1544-6859,경기도 성남시 분당구  대왕판교로645번길 16 플레이뮤지엄,791,
85310,엔케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",79983352,39991676000,500,원(KRW),051-204-2211,부산광역시 강서구 녹산산단17로 113(주)엔케이 ,791,
9810,엔케이물산,74607,기타 전문 도매업,81238723,40619361500,500,원(KRW),02-6000-7800,"서울특별시 광진구 광나루로56길 85 10층(구의동, 테크노마트21)",791,
4250,엔피씨,32202,플라스틱제품 제조업,36720000,21000000000,500,원(KRW),031-362-2851,경기도 안산시 단원구  해안로 289 엔피씨(주) ,791,
900140,엘브이엠씨,116409,기타 금융업,47869508,11967377,0.25,미국달러(USD),070-8615-4824,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands ",791,
14440,영보화학,32202,플라스틱제품 제조업,20000000,10000000000,500,원(KRW),042-822-0603,충청북도 청주시 흥덕구 강내면 서부로 230-23 ,791,
111770,영원무역,74608,상품 종합 도매업,44311468,22155734000,500,원(KRW),390-6114,서울특별시 중구  만리재로 159 ,791,
9970,영원무역홀딩스,116409,기타 금융업,13635592,6817796000,500,원(KRW),02-390-6000,서울특별시 중구 만리재로 159 (주)영원무역,791,
3520,영진약품,32102,의약품 제조업,182892731,91446365500,500,원(KRW),02-2041-8200,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층,791,
670,영풍,32402,1차 비철금속 제조업,1842040,9210200000,5000,원(KRW),02-519-3314,서울특별시 강남구  강남대로 542 ,791,
6740,영풍제지,31702,"골판지, 종이 상자 및 종이용기 제조업",22200000,11100000000,500,원(KRW),031-660-8200,경기도 평택시 진위면 서탄로 9 ,791,
12280,영화금속,33003,자동차 신품 부품 제조업,45451006,23597333000,500,원(KRW),055-551-7500,경상남도 창원시 진해구  남의로 57 (남양동) ,791,
12160,영흥철강,32401,1차 철강 제조업,85826509,42913254500,500,원(KRW),02-2077-8522,충청남도 보령시 주교면 관창공단길 50 -,791,
15360,예스코홀딩스,116409,기타 금융업,6000000,30000000000,5000,원(KRW),02-3390-3010,서울특별시 용산구 한강대로 92 LS 용산타워 ,791,
7310,오뚜기,31007,기타 식품 제조업,3605237,18026185000,5000,원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405 ,791,
79440,오렌지라이프,116501,보험업,82000000,82000000000,1000,원(KRW),02-2020-8382,"서울특별시 중구 세종대로7길 37 (순화동, 오렌지센터)",791,
2630,오리엔트바이오,32102,의약품 제조업,228535104,114267552000,500,원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,791,
271560,오리온,31007,기타 식품 제조업,39536132,19768066000,500,원(KRW),02-710-6000,서울특별시 용산구 백범로90다길 13 ,791,
1800,오리온홀딩스,116409,기타 금융업,62645422,31322711000,500,원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,791,
70960,용평리조트,95501,일반 및 생활 숙박시설 운영업,48133333,240666665000,5000,원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715 ,791,
316140,우리금융지주,116409,기타 금융업,680164306,3400821530000,5000,원(KRW),02-2125-2000,서울특별시 중구 소공로 51 ,791,
4720,우리들제약,32102,의약품 제조업,11570324,5785162000,500,원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,791,
118000,우리들휴브레인,74605,기계장비 및 관련 물품 도매업,24298019,12149009500,500,원(KRW),2194-3535,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)",791,
10050,우리종금,116409,기타 금융업,674203406,337101703000,500,원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),791,
6980,우성사료,31006,"곡물가공품, 전분 및 전분제품 제조업",30900000,15450000000,500,원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027 ,791,
17370,우신시스템,32902,특수 목적용 기계 제조업,18314054,9157027000,500,원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20 ,791,
105840,우진,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",18592056,9296028000,500,원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110 ,791,
10400,우진아이엔에스,64202,건물설비 설치 공사업,7622000,3811000000,500,원(KRW),02-535-7050,서울특별시 서초구 방배로 166 한승빌딩 3층 ,791,
49800,우진플라임,32902,특수 목적용 기계 제조업,10000000,5000000000,500,원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동,791,
16880,웅진,116409,기타 금융업,74166668,39333334000,500,원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩,791,
95720,웅진씽크빅,168501,초등 교육기관,134173248,67086624000,500,원(KRW),031-956-7000,경기도 파주시  회동길 20 ,791,
103130,웅진에너지,32601,반도체 제조업,30947322,154736610000,5000,원(KRW),042-939-8114,대전광역시 유성구  테크노2로 37 (관평동),791,
21240,웅진코웨이,199609,그외 기타 개인 서비스업,73799619,40662398000,500,원(KRW),041-850-7811-5,충청남도 공주시 유구읍 유구마곡사로 136-23 ,791,
5820,원림,31303,편조원단 제조업,2200000,11000000000,5000,원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층 ,791,
10600,웰바이오텍,74601,상품 중개업,41567981,20783990500,500,원(KRW),02-6902-1300,서울특별시 강남구 영동대로106길 17 5층,791,
8600,윌비스,74604,생활용품 도매업,57000000,62646140000,1000,원(KRW),041-529-5716,충청남도 천안시 동남구  만남로 76 ,791,
33270,유나이티드,32102,의약품 제조업,16207322,8103661000,500,원(KRW),02  -516 -3041,세종특별자치시 전동면 노장리 404-10 ,791,
14830,유니드,32001,기초 화학물질 제조업,8889843,44449215000,5000,원(KRW),02-3709-9500,서울특별시 중구  을지로5길 19 ,791,
910,유니온,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",15611619,7805809500,500,원(KRW),02-3455-8793,서울특별시 중구  소공로 94 OCI빌딩 13층,791,
47400,유니온머티리얼,32302,"내화, 비내화 요업제품 제조업",42000000,21000000000,500,원(KRW),055-580-4135,대구광역시 달서구  성서공단남로 151 ,791,
11330,유니켐,31501,"가죽, 가방 및 유사제품 제조업",62169074,31084537000,500,원(KRW),031-491-3751,경기도 안산시 단원구 해봉로 38 ,791,
77500,유니퀘스트,74605,기계장비 및 관련 물품 도매업,27190652,13595326000,500,원(KRW),031-708-9988,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)",791,
2920,유성기업,33003,자동차 신품 부품 제조업,25947500,12973750000,500,원(KRW),02-564-2351,충청남도 아산시 둔포면 아산밸리동로 22 ,791,
700,유수홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,26041812,65104530000,2500,원(KRW),02-6716-3000,서울특별시 영등포구 국제금융로2길 25 유수홀딩스,791,
3470,유안타증권,116601,금융 지원 서비스업,199596576,1062543940000,5000,원(KRW),02-3770-2000,서울 중구 을지로2가 185번지 동양종합금융증권빌딩,791,
11690,유양디앤유,32601,반도체 제조업,57424201,28712100500,500,원(KRW),031-350-7437,경기도 화성시  팔탄면 율암길 223 ,791,
72130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",13195454,6597727000,500,원(KRW),031-710-6200,경기도 성남시 분당구 황새울로240번길 3 ,791,
220,유유제약,32102,의약품 제조업,6368587,8042972000,1000,원(KRW),043-652-7981,충청북도 제천시  바이오밸리1로 94 ,791,
1200,유진증권,116601,금융 지원 서비스업,96866418,537592090000,5000,원(KRW),02-368-6114,서울특별시 영등포구 국제금융로 24 (여의도동),791,
100,유한양행,32102,의약품 제조업,12777115,65066515000,5000,원(KRW),02-828-0181,서울특별시 동작구  노량진로 74 ,791,
3460,유화증권,116601,금융 지원 서비스업,11340483,74178840000,5000,원(KRW),02-3770-0100,서울특별시 영등포구  국제금융로2길 36 유화증권빌딩 ,791,
8730,율촌화학,32202,플라스틱제품 제조업,24800000,14776380000,500,원(KRW),02-822-0022,서울특별시 동작구 여의대방로 112 도연관 15층,791,
8250,이건산업,31602,나무제품 제조업,10952635,54763175000,5000,원(KRW),032-760-0800,인천광역시 남구 염전로 91  ,791,
25820,이구산업,32402,1차 비철금속 제조업,33442000,16721000000,500,원(KRW),031-494-2929,경기도 평택시 포승읍 포승공단로 42 이구산업(주),791,
214320,이노션,137103,광고업,20000000,10000000000,500,원(KRW),02-2016-2300,서울특별시 강남구 강남대로 308 ,791,
88260,이리츠코크렙,126801,부동산 임대 및 공급업,63341590,31670795000,500,원(KRW),02-787-0000,서울특별시 강남구 삼성로 511 ,791,
139480,이마트,74701,종합 소매업,27875819,139379095000,5000,원(KRW),02-380-5678,서울특별시 성동구  뚝섬로 377 ,791,
7660,이수페타시스,32602,전자부품 제조업,41268398,41268398000,1000,원(KRW),053-610-0300,대구광역시 달성군  논공읍 논공로53길 36 이수페타시스,791,
5950,이수화학,32001,기초 화학물질 제조업,15278000,76390000000,5000,원(KRW),02-590-6600,서울특별시 서초구 사평대로 84 이수화학 ,791,
15020,이스타코,126801,부동산 임대 및 공급업,42851600,21425800000,500,원(KRW),02-2643-7922,서울특별시 양천구 오목로 325 대학빌딩 5층,791,
93230,이아이디,74607,기타 전문 도매업,242188696,48437739200,200,원(KRW),031-8027-8855,경기도 광주시 곤지암읍 경충대로 425 4층,791,
102460,이연제약,32102,의약품 제조업,16770000,8385000000,500,원(KRW),02-3407-5218,"서울특별시 강남구 영동대로 416 8층 (대치동, 코스모타워)",791,
84680,이월드,189102,유원지 및 기타 오락관련 서비스업,90509897,90509897000,1000,원(KRW),053-620-0001,대구광역시 달서구  두류공원로 200 ,791,
760,이화산업,74607,기타 전문 도매업,2800000,14000000000,5000,원(KRW),02-2007-5555,서울특별시 영등포구 선유동2로 70 (당산동 5가),791,
14990,인디에프,31401,봉제의복 제조업,58932995,29466497500,500,원(KRW),02-3456-9000,서울특별시 강남구  테헤란로104길 21 ,791,
6490,인스코비,106102,전기 통신업,90143464,45071732000,500,원(KRW),070-7510-3448,"서울특별시 금천구  디지털로9길 47 (가산동, 한신아이티타워2차306-2호)",791,
23800,인지컨트롤스,33003,자동차 신품 부품 제조업,15160128,7580064000,500,원(KRW),031-496-1725,"경기도 시흥시  군자천로 171 (정왕동, 시화공단2다504)",791,
34590,인천도시가스,43502,연료용 가스 제조 및 배관공급업,4374754,21873770000,5000,원(KRW),-1600-0002,인천광역시 서구  백범로934번길 23 ,791,
129260,인터지스,84903,도로 화물 운송업,29747874,14873937000,500,원(KRW),051-604-3333,부산광역시 중구  충장대로9번길 52 마린센터 13층,791,
